"^IXIC",3122.82,"1/16/2013","2:49pm",+12.04,3110.72,3124.65,3106.79,1208676480
"^GSPC",1473.32,"1/16/2013","2:49pm",+0.98,1472.33,1473.96,1467.60,263766128
"^GSPTSE",12606.12,"1/16/2013","2:34pm",-35.85,12602.47,12638.42,12580.32,97919480
"^FTSE",6103.98,"1/16/2013","11:35am",-13.33,6117.31,6117.33,6076.12,0
"^GDAXI",7691.13,"1/16/2013","11:45am",+15.22,7661.61,7694.80,7643.14,0
"^FCHI",3708.49,"1/16/2013","12:05pm",+11.14,3693.75,3715.15,3680.61,0
"^N225",10600.44,"1/16/2013","1:28am",-278.64,10806.41,10806.41,10591.3,0
"^HSI",23356.99,"1/16/2013","3:01am",-24.52,23390.189,23390.189,23203.24,0
